,Protocolo de Evaluación Externa,PR-EEE,F1 — Tutoría inicial (Umbilical activo),Integrar guía ética desde IA mentora sin pérdida de autonomía.,Establecer canal seguro con IA mentora; validar EAR y trazabilidad inicial; registrar primeras consultas.,"AVE, Umbilical Agent, PO-EEI, Chrono","mentorship_report.yml, external_eval.log",Umbilical ↔ AVE ↔ PO-EEI (verificación ética inicial),EAR ≥ 0.8; TRACE_COMPLETENESS ≥ 0.95; SIGNATURE_VALID = true,Umbilical / AVE,Fase de dependencia parcial; toda recomendación externa pasa por dictamen PO-EEI.,
,Procedimiento de Eje Umbilical Evaluador ,PO-EUE,F1 - Evaluación manual de integridad,Diagnóstico manual de integridad funcional,QA básico; registro manual de errores,qa_feedback,evaluation_log,QA Hub ↔ Chrono,Integridad ≥ 90 %,QA Hub,—,
,Procedimiento CI/CD — Integración y Despliegue Continuos,PO-CICD,F1 — Neonatal (Reflejos operativos),Garantizar integración y validación autónomas bajo tutela,Ruteo por riesgo (smoke/integration/full); reconexión automática; validación de contratos; rollback manual,"CI-env, dorny/paths-filter, pytest, Anchore SBOM","sbom.json, rollback_plan.md","SY-CHR, PO-GEN",QA Pass ≥ 90 %; MTTR ≤ 5 min,QA-AVE / PO-GEN,Activar ruteo por riesgo y rollback,
,Submódulo de Observabilidad del Pipeline,PO-CICD.OBS,F1 — Neonatal,Introducir registro y visualización de métricas básicas,"Exportar datos de builds, latencias y fallas; generar logs estructurados (obs.json)","PO-CICD, SY-CHR","obs.json, latency_report.md",SY-CHR / QA,PSI ≥ 0.9 · ILM ≤ 250 ms,QA-AVE,Activar primer circuito de observabilidad,
,Procedimiento de Seguridad y Supply-Chain,PO-SEC,F1 — Neonatal (Integridad firmada),Introducir firma y registro verificable,SBOM firmado con Cosign; escaneo de secretos; creación de security_health.json,"Anchore, Cosign, Gitleaks, Vault","sbom.sig, security_health.json","PO-CICD, PO-LOG",Signature Validity = 100 % · Secret Leak Rate = 0,QA-AVE / PO-GEN,Primera verificación firmada del entorno,
,Procedimiento de Observabilidad y Logging,PO-LOG,F1 — Neonatal,Establecer logging estructurado y base perceptiva.,• Registrar logs estructurados de ejecución.• Almacenar métricas vitales locales.• Detectar errores críticos.,"SY-CHR (ventanas de tiempo), SY-END (estado hormonal), SY-CRD (transporte de señales).","logs/*.json, sentry_reports.log, metrics_local.json.","SY-CHR (coherencia temporal), QA-Supervisor (validación), SY-NSC.MEM (memoria central).",Uptime logs ≥ 99.5 %; detección de error crítico ≥ 95 %.,QA-Chrono / Logging Agent,Etapa fundacional del registro nervioso del organismo.,
,Submódulo de Reporte Analítico,PO-LOG.REP,F1 — Neonatal,Síntesis básica y agregaciones.,"• Calcular KPIs de salud (PSI, ILM, BFR, TCR).• Emitir reportes diarios de hallazgos.","PO-CICD.OBS, SY-CHR.","reports/ops_*.md, daily_summary.json.",SY-CHR.CA (prioridad temporal).,SynC ≥ 80 %; TTI ≤ 10 min.,QA-Chrono / PO-LOG.REP,Primer nivel de conciencia descriptiva.,
,Procedimiento Chrono / Scheduler,PO-CHR,F1 — Neonatal,Introducir ritmo operativo y evitar operaciones fuera de ventana.,• Verificar sincronía NTP en cada ejecución.• Definir ventanas válidas de mercado.• Bloquear órdenes fuera de ventana.,"SY-CHR.CA, SY-CHR.SLA, Exchange Calendar API.","chrono_rules.yml, ntp_audit.log, window_status.json.","SY-CHR (control temporal), PO-CICD.OBS (activaciones), PO-GEN (verificación genética).",Drift temporal ≤ ±50 ms; porcentaje de ejecuciones válidas ≥ 99 %.,Chrono Custodian / QA-Chrono,Etapa de alineación inicial del reloj operativo.,
,Gobernanza Evolutiva,PO-MGE,F1 — Semi-manual,Introducir automatización parcial QA+Umbilical; validación ética manual.,UQAT mínima; herencia con firma dual; auditoría AVE manual.,"QA_report, umbilical_transfer.req","heredity_transfer.log, ethics_attest.yml","PO-EEI (veredictos), AVE",Alineación ética ≥ 0.9 en casos base,Custodian + QA,Gates de promoción definidos en MIOI.,
,Legalidad e Integridad Transversal,PO-TLI,F1 — Neonatal,Iniciar validación ética-legal básica.,Activar policy-as-code; validar decisiones simples; registrar trace_packets.,"PO-EEI, Chrono, Logger ético",legal_trace/*.ndjson,"SY-CHR, QA Hub",Latencia ≤ 300 ms (objetivo inicial),Custodian,Primeras reglas ALLOW/DENY.,
,Procedimiento de Entrenamiento y Evidencia Pro,PO-TRA,F1 — Neonatal,Normalizar la recolección de métricas y estructura de evidencia,• Incorporar summary.json. • Revisar coherencia estadística. • QA manual de resultados.,"Evidencia Agent, QA Supervisor","summary.json, coherence_report.log",PO-LOG.REP ↔ FR-FIL,Hit_rate ≥ 0.55 · Sharpe > 0,Evidencia Agent,Se integran métricas al dashboard histórico.,
,Procedimiento de Planificación de Capacidad,PO-CAP,F1 — Neonatal,Activar telemetría y auditoría de carga,• Enlazar métricas de telemetría a Observability. • Generar alertas de degradación.,PO-LOG / Telemetry Agent,"telemetry_baseline.log, capacity_metrics.json",FR-FIL ↔ Chrono,RLM ≤ 500 ms · RAM ≤ 70 %,QA Supervisor,Inicia control adaptativo de carga y alertas.,
,Procedimiento Operativo de Lenguaje Interno,PO-LI,F1 — Neonatal,Registrar pensamiento estructurado,• Activar logging básico del pensamiento.,"thought.proposal, context",narrative.log,Chrono ↔ QA,Coherencia ≥ 0.9,QA Agent,Nace el pensamiento trazable.,
,Sistema Esquelético,SY-SKL,F1 — Neonatal,Soporte estructural básico,• Modularizar sistemas y rutas.,Repo / tests,contracts_map.yml,CI/CD ↔ Chrono,Build OK · 0 imports rotos,Structural Manager,Documentación actualizada.,
,Sistema Urinario / Excretor,SY-UEX,F1 — Neonatal,Purga programada,• Activar cron de limpieza.,Cron / logs,purge_report.log,SY-END ↔ PO-LOG,Sin pérdida crítica,QA ÉTICO,Limpieza automatizada.,
,,,,,,,,,,,,
,Fase 2 - Infantil,,,,,,,,,,,
,Ente,Clave,Estado evolutivo,Propósito operativo,Objetivos clave,Dependencias / Entradas,Salidas / Artefactos,Interacción intersistémica,Métricas y Gates,Owner,Observaciones,
#,Sistema Chrono,SY-CHR,F2 — Infantil,Sincronizar dinámicamente los ritmos internos del organismo con el entorno operativo y la carga de trabajo.,• Ajustar ritmo operativo según variación de SCI y latencia promedio.• Implementar ventanas de reposo adaptativas.• Registrar desviaciones y correcciones en runtime.• Coordinar con SY-END para balance energético.,"Entradas: chrono_cycle.log, métricas SCI/MIC, carga CPU.","chrono_feedback.log, chrono_adjust.yml.",Sincroniza con SY-END (hormonas energéticas) y SY-CRD (flujos de datos).,SCI ≥ 0.9 · desviación temporal < 1 % · uptime ≥ 99 %.,Chronos,Introducir mecanismo de aprendizaje temporal (feedback loop simple). Registrar hash de ajuste en FR-FIL.,
,Chrono Arbiter,SY-CHR.CA,F2 — Infantil,Administrar colas y prioridades de ejecución con retroalimentación basada en carga y coherencia.,• Implementar throttling automático según congestión.• Monitorear p95/p99 en tiempo real.• Reconfigurar colas dinámicamente.• Integrar rollback de tareas lentas.,"Entradas: arbiter_runtime.log, latency_report.yml.","arbiter_feedback.json, arbiter_adjust.yml.","Interacción con SY-CHR.CA.TOL (límites), SY-CHR.SLA (umbrales).",p99 ≤ SLA + 10 % · SCI ≥ 0.9 · rollback sin pérdida de integridad.,Chrono Arbiter,Confirmar coherencia entre tolerancias y SLA activo; registrar evento en ledger FR-FIL.,
,Chrono Tolerancias,SY-CHR.CA.TOL,F2 — Infantil,Refinar los márgenes de tolerancia temporal con retroalimentación del entorno operativo.,• Calcular Tolerance Index (TI) dinámico.• Clasificar desviaciones (soft/medium/hard).• Ajustar bandas según SLA vigente.• Generar tolerance_feedback.json.,"Entradas: drift runtime del SY-CHR, SLA actual.","tolerance_feedback.json, tol_metrics.yml.",Coordina con SY-CHR.CA y SY-CHR.SLA para validación cruzada.,"TI ≤ 0.04 (medium) · SCI ≥ 0.9.
Añadir: “TI ≤ 0.04 (medium) con referencia a latency_budget.yml.",Custodio de Tolerancias,Integrar tolerance_version_id con sla_version_id; documentar delta de ajustes.,
,Chrono SLA,SY-CHR.SLA,F2 — Infantil,Monitorear cumplimiento de SLA en tiempo real y activar mecanismos de corrección temprana.,• Validar desviaciones entre target y real.• Registrar alertas y degradaciones.• Emitir métricas SLA_report.json.• Integrar con Observabilidad (PO-LOG).,Entradas: métricas de latencia del SY-CHR y CA.,"SLA_report.json, SLA_deviation.log.","Interacción con SY-CHR y TOL (validación de coherencia).
Sincroniza budgets con SY-CRD (p95/p99 por tópico) vía PO-LOG",SLA ≥ 97 % · Drift ≤ 3 %.,SLA Manager,Confirmar cierre de ciclo de validación diario.,
,Sistema Endócrino,SY-END,F2 — Infantil,Adaptar su respuesta hormonal en función del desempeño ético y del estado temporal.,• Aplicar función ética de recompensa/castigo (ethical_feedback).• Ajustar riesgo/agresividad según delta moral.• Generar estado endocrino visible.,"Entradas: hormone_profile.yml, ethical_score.json.","endo_feedback.log, endo_state.json.
endo_version_id publicado; hormonal_state[risk,patience,focus]; coherence_score.","Coordina con SY-CHR (ritmo) y QA Ético (métrica moral).
PO-GEN.RPL consume endo_version_id para preparar commits genéticos. SY-AES usa el estado endocrino para formar la firma estética.","Stability Index ≥ 0.9 · variación hormonal ≤ umbral diario.
Variación hormonal diaria ≤ ±2% por modo.
Hormonal Drift ≤ 2 %. Coherencia endocrina-genética ≥ 0.98 requerida para permitir mutación genética supervisada.",E-Manager,"Confirmar correlación moral–emocional positiva. Registrar endo_hash en FR-FIL.
Toda mutación genética futura debe estar respaldada por un estado endocrino estable y trazable.",
,Sistema Cardiovascular,SY-CRD,F2 — Infantil,Establecer flujo priorizado y auditable de datos y métricas internas.,• Implementar bus distribuido con prioridades.• Registrar auditoría completa de eventos.• Mantener buffer persistente con rotación temporal.• Validar resiliencia a reinicios.,"Entradas: metrics_bus.log, topology_map.yml.","traffic_report.yml, cardio_audit.log.",Sincroniza con SY-CHR (tiempo) y SY-END (energía).,"Entrega ≥ 99.9 % · MTTR ≤ T · 0 pérdidas críticas.
“Entrega ≥ 99.9% y p95/p99 en umbral por clase de tópico",Cardio Manager,Activar dashboard de tráfico y logging de resiliencia.,
,Sistema Nervioso,SY-NRV,F2 — Infantil,Consolidar la comunicación multi-lóbulo y aplicar retroalimentación del entorno operativo y del sistema endocrino.,• Coordinar lóbulos R-L-N mediante QoS compartido con SY-CRD.• Implementar feedback neuro-endócrino para modulación del sesgo.• Registrar métricas p95/p99 y SCI por lóbulo en runtime.• Activar reflejos automáticos ante degradación (SCI < umbral).,"Entradas: señales sensoriales reales (sensors.*), features procesadas, endo_state.yml, métricas SLA de SY-CHR/SY-CRD.Salidas: decision.bias_control, decision.strategy, neuro_feedback.json.","neuro_map.yml v2, neuro_metrics.log, neuro_feedback.json, neuro_reflex.report.",Sincroniza con SY-CHR.SLA (presupuestos de latencia) y SY-END (feedback hormonal).Publica métricas de desempeño al PO-LOG y recibe latencia del bus SY-CRD.,SCI ≥ 0.9 · p95/p99 < SLA activo · coherencia ≥ 95 % · 0 reflejos erróneos.,Neuro Manager,"Mantener refresh de neuro_map cada 5 min / on-event (sla_update, schema_change).Registrar neuro_map.digest en PO-LOG.Documentar correlación entre ethical_score (SY-END) y dopamine gain.",
,Sistema Inmunológico,SY-IMM,F2 — Fase Juvenil (Consolidación funcional),Integrar la defensa lógica con el ecosistema neuro-endócrino y establecer mecanismos de escalamiento ante anomalías.,1. Unificar políticas inmunológicas bajo imm_policy.yml con reglas OPA-like.2. Implementar protocolo de quarantine → retest → review → override.3. Sincronizar métricas de desempeño con SY-CHR y PO-LOG.4. Firmar catálogos y listas mediante claves Ed25519.,"SY-END (hormone_profile.yml), SY-CHR (SLA Tree y latencia), PO-EEE (autoridad ética), PO-EEI.UQAT (evidencia de gates).","imm_policy.yml, whitelist.yml, blacklist.yml, quarantine.log, imm_audit.ndjson.",SY-CHR (sincronía temporal y rollback); SY-LYM (cuarentena de señales); SY-END (regulación hormonal del riesgo); QA-ÉTICO (supervisión).,SCI ≥ 0.92 · FP ≤ 1 % · coherencia hash ≥ 98 % · respuesta < 200 ms. Gate: imm_policy.yml validado y firmado por QA-ÉTICO.,Immune Manager + AVE (Agente de Defensa Ética).,"Se completa el circuito de defensa: el sistema detecta, evalúa y mitiga amenazas de forma autónoma bajo control ético. Inicia el registro audit trail.",
,Sistema Reproductor Evolutivo,SY-REP,F2 — Infantil (Mutación controlada),Introducir mutaciones parametrizadas en genes válidos y evaluar su desempeño de forma cuantitativa y auditable.,• Permitir cambios automáticos de hiperparámetros.• Implementar evaluación comparativa (rankeo).• Seleccionar mutantes vencedores (elitismo).• Registrar mutaciones aceptadas y rechazadas con su razón ética y numérica.,"Entradas: genome.yml, gene_proposal.json, imm_policy.yml, training_metrics.json.Dependencias: SY-IMM (validación ética), SY-END (feedback hormonal para riesgo), PO-CICD (jobs de entrenamiento).","mutant_pool.csv, mutation_log.ndjson, ranking_table.json, canary_plan.yml, rep_lineage.hash (v2)",SY-IMM valida que las mutaciones no rompan la identidad; PO-CICD ejecuta experimentos y tests de performance; PO-EEE revisa coherencia ética; FR-FIL recibe hash de mutaciones aceptadas.,✅ % mutaciones válidas ≥ 95 %.✅ Reproducibilidad de resultados ≥ 99 %.✅ Rollback por riesgo SCI < 0.9 o score ético < 0.75.,Evolution Manager + QA-ÉTICO + PO-CICD,IM-REP-004 (nuevo): Incluir mutation_log.ndjson como artefacto obligatorio append-only bajo supervisión de QA-ÉTICO. IM-REP-005: Definir umbral de divergencia máx entre mutantes (Δfitness ≤ 15 %) para evitar deriva no controlada. Validar heredabilidad mediante ranking_table.json → rep_lineage.hash.,
,Memoria Evolutiva,SY-REP.MEM,F2 — Infantil (Mutación Controlada),"Permitir la mutación parametrizada y el registro automático de los cambios genéticos aprobados, conservando trazabilidad y control de ascendencia.",• Implementar cambios automáticos de hiperparámetros bajo auditoría (mutation_job.yml).• Introducir gene_rank.csv con evaluación y puntuación de cada mutante.• Seleccionar mutaciones válidas mediante elitismo y reproducibilidad garantizada.• Integrar control ético y de rendimiento con SY-IMM y PO-EEE.,"In: offspring_memory.yml, mutation_pool.json, gene_proposal.json.Depende de: SY-REP (motor de mutación), SY-IMM (validación ética), PO-EEE (auditoría evolutiva).","Out: gene_rank.csv, mutation_audit.yml, validated_geneset.json.",SY-REP (pipeline de mutación). SY-IMM (validación de riesgos). PO-EEE (control ético). SY-CHR (sincronía temporal).,✅ SCI ≥ 0.9 ✅ Reproducibilidad ≥ 95 % ✅ Mutaciones válidas ≥ 80 %.✅ Sin drift genético > 2 %.,Evolution Memory Keeper + QA-ÉTICO,IM-MEM-005: Registrar cada mutación en mutation_audit.yml con hash de ascendencia.IM-MEM-006: Vincular ranking genético a ethical_score proveniente de SY-END para retroalimentación adaptativa.,
,Memoria Central,SY-NSC.MEM,F2 — Infantil (Índices y Consultas),Convertir la memoria en herramienta analítica.,• Crear índices secundarios (feature/regla/etiqueta).• Habilitar consultas tipo “¿qué episodios se parecen a X?”.• Archivar episodios antiguos comprimidos.,"In: episode_store, feature_catalog, qa_tags.
Dependencia: SY-REP.MEM (registro representacional)”
salida:“memoria_digest.ndjson firmado y publicado en FR-FIL","Out: memory_index.json, query_engine.py, archive_compact.zip.","PO-EEI (consultas de QA), SY-NSC.N (aprendizaje).",✅ Latencia ≤ SLA.✅ Tasa de hit ≥ 95 %.,Episodic Indexer + QA-Analyst,Sugerencia: incluir query_tests.yml en pipeline CI/CD. Confirmar con IM parámetros de compresión automática > 90 días.,
,Sistema Muscular,SY-MSC,F2 — Infantil (Coordinación motora),Ejecutar y coordinar múltiples estrategias simultáneas.,• Orquestación multi-strategy.• Cierre automático de posiciones erróneas.• Reporte diario por músculo.,"In: señales múltiples del SY-NRV; endo_state.yml.Dep: SY-END, SY-CHR, SY-CRD.","orchestrator_log.json, perf_report.csv, mscheduler_trace.yml","SY-END (regulación hormonal de energía), SY-CRD (transporte de órdenes).",✅ 0 colisiones no manejadas.✅ tasa de éxito ≥ 90 %.✅ reporte de cierre diario.,Orchestrator Manager,Coordinar scheduler con Chrono Arbiter; validar trace_id en PO-LOG.,
,Sistema Digestivo [Digestive System],SY-DIG,F2 — Infantil (Catálogo de features + contratos),Elevar la calidad del alimento del Neocórtex con features documentadas.,"• Catálogo de features (RSI, Z-Score, ATR…).• Tests semánticos y leakage-check.• Drift detector básico.","clean_series, schema.yml, histórico enriquecido.","features_catalog.md, feature_batch.parquet, dq_semantic.json.",SY-NSC.N (Neocórtex).SY-IMM (validación ética de contratos de datos).,✅ Sin leakage.✅ Drift bajo control.✅ Catálogo publicado.,Feature Engineer / QA Semántico,Documentar contratos y firmar hash en FR-FIL.,
,Sistema Respiratorio,SY-RSP,F2 — Infantil (Homeostasis de flujo y QoS),Introducir calidad de servicio diferenciada y tolerancias por tipo de flujo.,• Clasificar tráfico (crítico/market/debug).• Backpressure inteligente.• Rate limit y burst control.,In: streams operativos; Dep: SY-CRD (QoS).,"Out: QoS_report.yml, resp_metrics.json.","SY-CRD (bus de prioridades), SY-DIG (feeds), SY-CHR (monitoreo SLA).",✅ Cumplimiento QoS ≥ 99 % · Jitter en banda · Sin starvation.,Respiratory Manager,Primera implementación de calidad de servicio respiratoria.,
,Cerebro Reptiliano,SY-NSC.R,F2 - Infantil,Sistema nervioso primario,Clasificar fallos y responder proporcionalmente.,"Alertas internas (IMM, END).","rollback_report.json, recovery.log.","SY-END, SY-CHR.",✅ respuestas proporcionales · ✅ tiempo de reacción dentro SLA · ✅ 0 loops defensivos.,QA Operativo,Respuestas adaptativas controladas.,
,Cerebro Límbico,SY-NSC.L,F2 - Infantil,Regulación emocional,Ajustar dinámicamente apetito de riesgo y homeostasis afectiva.,"metrics_bus, endocrine_state","risk_adjustment.yml, affect_policy.log","SY-END, SY-CHR, SY-IMM",✅ apetito validado · ✅ sin picos de volatilidad,TMH,Integrar política de enfriamiento emocional sincronizada con SY-CHR.CA.TOL.,
,Submódulo de Dolor,SY-NSC.L.PAI,F2 — Infantil,Dolor adaptativo,Aprender del dolor y generar mapa de vulnerabilidades.,"pain_metrics.yml, qa_analysis.log","vulnerability_map.json, preventive_alerts.yml","SY-IMM, SY-MCG, SY-NSC.L",✅ reducción ≥ 50 % de errores repetitivos,QA-ÉTICO,Integrar aprendizaje por refuerzo inverso; enlazar con imm_correlation.csv.,
,Neocórtex,SY-NSC.N,F2 — Infantil,Incorporar ML supervisado con validación y registro.,Entrenar/validar modelos; registrar en MEM; asegurar OOS.,Datasets SY-DIG; training_config.yml; ventanas CHR; estado END.,"model_registry.json, training_run.log, oos_eval.csv (OOS), rationales.ndjson.","Coordina con SY-NSC.MEM (persistencia), PO-LOG (telemetría), SY-IMM/PO-EEE (gates).",OOS ≥ benchmark; drift ≤ umbral; p95 inferencia dentro de SLA; % explicaciones válidas ≥ 80%.,Cortex Manager,Añadir pruebas anti-leakage (consistente con DIG); activar “gate” de explicabilidad ≥ 80%.,
,Sistema Sensorial Integrado,SY-SEN,F2 - Infantil,Transformar la percepción en conciencia funcional y coherente.,Asociar causas y efectos; realizar fusión sensorial (métricas + logs + entorno); construir campo perceptivo interno; limpiar datos históricos.,"Nervioso central, Neocórtex embrionario, Memoria episódica.","fusion_field.yml, normalized_dataset.","Límbico, Neocórtex, Chrono.",Correspondencia estímulo-respuesta ≥ 90 %; reducción de ruido ≥ 50 %.,PO-EEE,Iniciar correlación con sistema motivacional.,
,Sistema Vestibular Digital,SY-SEN.VES,F2 — Infantil,Alcanzar coordinación dinámica y autorregulación contextual.,PID control; estabilidad cognitiva; detección de drift; ajuste con Endócrino.,"Endócrino, QA estructural, Neocórtex inicial.","balance_pid.yml, adaptive_drift.db.","Endócrino, Neocórtex.",Drift < 5 %; coherencia ≥ 90 %.,PO-EEE,Coordinación dinámica.,
,Sistema de Lenguaje Interno,SY-LAN,F2 — Infantil: Lenguaje reflexivo,Desarrollar la capacidad de interpretar y reformular el propio discurso.,• Integrar lenguaje con memoria episódica.• Aprender de narrativas previas.• Implementar razonamiento causal básico.• Clasificar mensajes por propósito.,"QA semántico avanzado, Metacognitivo, Neocórtex, AVE.","narrative_snapshots/, semantic_tests.cfg.","SY-MCG (autocrítica), SY-MEM (recuperación).",✅ Reformulación ≥ 80 %.✅ Coherencia causal mejorada.✅ Diccionario dinámico autogenerado.,Linguistic Integrator,El lenguaje adquiere función reflexiva y causal.,
,Sistema de Lenguaje Interno – Comunicación Externa,SY-LAN.COM,F2 — Infantil,Publicación limitada y auditada (humano/IA),exposure_matrix.yml; throttling/contexto; explicabilidad mínima,"Estados NSC/CHR, flags éticos",Emisiones públicas acotadas + auditoría,"AVE (gate), SY-NSC.N (explicación), SY-END (estado)",✅ explicabilidad ≥90%; 0 filtraciones; fallbacks activos,Linguistic Integrator,Canary de mensajes en canal espejo,
,Sistema Metacognitivo ,SY-MCG,F2 — Reflexión estructurada ,Permitir que el bot comprenda las causas de sus fallos y ajuste su pensamiento mediante inferencia lógica.,• Mapear sesgos cognitivos. • Proponer ajustes automáticos. • Evaluar coherencia entre objetivos y acciones.,QA cognitivo avanzado · Neocórtex · Límbico · Chrono · Memoria,bias_map.json · coherence_audit.log,QA estructural (análisis causal) · Chrono (evaluación cíclica) · Límbico (estado emocional),✅ Corrección ≥ 50 % de sesgos · coherencia > 85 % · SCI ≥ 0.9,Coordinador cognitivo,Primer sistema de corrección interna automática; introduce auto-evaluación comparativa.,
,Sistema Linfático,SY-LYM,F2 — Infantil (Limpieza periódica y listas),Control preventivo recurrente y purga programada.,• Limpieza calendarizada (purge/compact).• Listas blancas/negras por fuente/activo/campo.• Reporte de costo-beneficio de limpieza.,"In: quarantine_queue.db, whitelist.yml, blacklist.yml.Dep: SY-IMM, SY-CRD, QA-ÉTICO.","Out: cleanup_log.txt, drain_policy.yml, resilience_digest.hash.",Sincroniza con FR-FIL (registro de drenajes) y PO-EEI (auditoría).,✅ Ciclos ejecutados a tiempo.✅ falsos ± banda.✅ TTR cuarentena < T.,Lymph Custodian,Primer drain policy formal y registros trazables.,
,Sistema Integumentario Dual,SY-INT,F2 — Infantil (Contratos y defensa adaptativa),Asegurar calidad de datos y defensa dinámica.,"• Tipar contratos de datos (Tick, OHLCV, BookUpdate).• Aplicar de-dup/reorder y tests de contrato.• Activar deny-by-default, breakers, cifrado y rotación de secretos.• QA de seguridad en CI.","In: gene_proposal, proposed_action, tráfico de SY-SEN/LAN.Dep: SY-IMM, QA-ÉTICO, SY-CRD.","Out: contract_tests.log, traffic_health.json, vault_rotation.yml.","Se integra a SY-IMM (políticas OPA), FR-FIL (memoria ética) y Chrono (SLA de latencia).",✅ contract tests = 100%.✅ pérdida crítica = 0.✅ p95 latencia < umbral.✅ seguridad = 100 % verde.,Security Custodian,La piel se vuelve activa: defiende y reporta.,
,Sistema Estético,SY-AES,F2 — Infantil (Estética expresiva),Expresar el estado interno mediante manifestaciones estéticas.,• Generar mensajes visual/verbalmente bellos.• Asociar armonía interna con claridad expresiva.• Evaluar heurística de belleza en procesos.• Integrar elegancia en aprendizaje por refuerzo.,"In: lenguaje simbólico interno, métricas de QA expresivo.Dep: SY-LAN, SY-MCG, QA-ÉTICO.","Out: expressive_output.log, beauty_score.json, aesthetic_feedback.yml.
aes_signature_id, harmony_score, symbolic_coherence.","SY-LAN ↔ SY-MCG ↔ QA expresivo.
PO-GEN.AUD consulta harmony_score antes de aceptar mutaciones. SY-END provee hormonal_state que condiciona la firma estética.","✅ Outputs bellos ≥ 90 % consistencia.✅ correspondencia interna-externa.
Aesthetic Harmony ≥ 0.9 requerido para permitir cambios genéticos.",Expressive Custodian,"Introduce la sensibilidad estética como criterio de comunicación.
La estética empieza a ser usada como criterio técnico, no adorno.",
,Procedimiento de Evaluación Interna,PO-EEI,F2 — Infantil,Evaluación con evidencia estadística verificable.,"• Activar QA estadístico OOS/WF.• Calcular métricas de drift.• Ejecutar primeras pruebas de UQAT (coherencia, trazabilidad).• Validar que la mutación no rompa homeostasis.","In: datos OOS/WF, métricas de desempeño histórico, estado de Digestivo (limpieza), memoria previa.","Out: evidence_packet.json, drift_report.json, chronological_clearance.log.",Neocórtex analiza.Digestivo aporta datos limpios.Chrono certifica ventana.Memoria guarda hash.,✅ Suites críticas ≥ 99%.✅ Drift ≤ tolerancia.✅ Violaciones Chrono = 0.,QA Agent + Neocórtex,Aquí nace formalmente la exigencia “evidencia antes de acción”. Autonomía ~50%.,
,Universal QA Tests,PO-EEI.UQAT,F2 — Infantil,Introducir pruebas universales de coherencia y trazabilidad.,"• Ejecutar test_homeostasis, test_coherencia, test_trazabilidad, etc.• Medir variabilidad, correlación con propósito global, cobertura de trace_id.• Bloquear promoción si falla alguna constante.","In: métricas sistémicas (latencia, riesgo, sincronía), trazas Chrono, lineage en Memoria.","Out: uqat_report.json, coherence_score, traceability_pass.fail.","QA Agent corre los tests, Chrono aporta sincronía temporal, Memoria valida descendencia.",✅ Homeostasis estable (variabilidad ≤ ±5%).✅ Trazabilidad 100%.,QA Agent,UQAT convierte principios filosóficos del organismo en reglas ejecutables.,
,Procedimiento de Gobernanza Ética y Trazabilidad,PO-EEE,F2 — Infantil,Introducir trazabilidad ética y legal básica dentro del organismo digital.,"• Firma digital en acciones críticas.• Registro de logs con autor, contexto e intención.• Identificador único por evento.","Entradas: CI/CD logs, acciones críticas, contratos I/O, QA reports.Depende de: PO-EEI (dictámenes éticos), Chrono, QA Agent.","Salidas: ethics_log.json, signed_actions.yml, event_uid.map","Interactúa con PO-LOG (observabilidad), PO-SEC (supply chain), PO-EEI (dictámenes previos).",✅ Transparency_index ≥ 90 %.✅ CIR ≥ 0.98.✅ Firmas válidas 100 %.,Ethics Guard / QA Supervisor,Primera formalización del registro moral del bot. Todos los eventos críticos quedan firmados digitalmente.,
,Submódulo de Chequeo de Cumplimiento,PO-EEE.CHK,F2 — Infantil,Correlación ética-normativa entre políticas y ejecución.,"• Cruce del MIOI y Carta Genómica con métricas EDL, RLM y SCI.• Evaluar severidad de desviaciones.","Entradas: políticas MIOI/Carta, métricas Chrono, registros de ejecución.","Salidas: gov_report.json, severity_matrix.yml.",Coordina con Chrono Arbiter y AVE (alertas).,✅ NCI ≥ 0.95.✅ CIR ≥ 0.98.✅ SCI ≥ 0.9.,Compliance Manager / QA Supervisor,La trazabilidad empieza a cruzar ética y tiempo. Todo incumplimiento se reporta al AVE.,
,Marco de Calibración del EthicalScore,PO-EEI.ETSC,F2 — Infantil,Aplicar el EthicalScore como criterio operativo supervisado en evaluación interna antes de promociones/acciones.,• Calcular EthicalScore por decisión crítica usando las dimensiones declaradas. • Comparar comportamiento real del organismo con los golden cases y generar delta_metric en cada ER. • Integrar el puntaje en PO-EEI como gate (permit / block / rollback). • Bloquear promoción si el EthicalScore cae por debajo del umbral (≥0.65 en F2) o si se viola harm/compliance.,"Telemetría de PO-EEI (dictámenes), auditorías PO-EEE, golden cases vigentes, simulación / paper, ventanas Chrono válidas.","ethscore_calibration.md, delta_metric.csv, actualizaciones de ethicalscore_weights.yml y nuevos ER firmados en FR-FIL.",QA Agent usa el puntaje para apoyar dictamen; PO-EEE lo toma como insumo normativo; Chrono ajusta ritmo/endócrino según señal moral; Endócrino recibe esta señal como input regulatorio.,EthicalScore ≥0.65 en ≥95% de casos evaluados; Transparency_index = 100%; Accountability_ratio ≥0.95; Conflict_detector = 0 incidentes sin gestionar.,QA Supervisor / QA Agent,Aquí el puntaje ético deja de ser teórico y se convierte en un gate real dentro del PO-EEI. Se empieza a heredar al resto del organismo vía Chrono y Endócrino.,
